hecho_id,sexo,identidad_genero,identidad_genero_otro,tr_edad,mayor_18_anios,tipo_involucrado
22389,Masculino,Varón,No especificado,20-24,Si,inculpado
22389,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22391,Masculino,Varón,No especificado,35-39,Si,inculpado
22391,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22392,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22392,Masculino,Varón,No especificado,65-69,Si,inculpado
22393,Masculino,Varón,No especificado,30-34,Si,inculpado
22393,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22394,Masculino,Varón,No especificado,25-29,Si,inculpado
22394,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22395,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22395,Masculino,Varón,No especificado,35-39,Si,inculpado
22396,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22396,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22397,Masculino,Varón,No especificado,20-24,Si,inculpado
22397,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22398,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22398,Masculino,Varón,No especificado,25-29,Si,inculpado
22399,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22399,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22400,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22400,Masculino,Varón,No especificado,25-29,Si,inculpado
22401,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22401,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22402,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22402,Masculino,Varón,No especificado,15-19,No,inculpado
22403,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22403,Masculino,Varón,No especificado,35-39,Si,inculpado
22404,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22404,Masculino,Varón,No especificado,65-69,Si,inculpado
22404,Femenino,Mujer,No especificado,35-39,Si,inculpado
22404,Masculino,Varón,No especificado,80-84,Si,inculpado
22404,Masculino,Varón,No especificado,40-44,Si,inculpado
22404,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22404,Masculino,Varón,No especificado,45-49,Si,inculpado
22404,Masculino,Varón,No especificado,35-39,Si,inculpado
22404,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22406,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22406,Masculino,Varón,No especificado,30-34,Si,inculpado
22407,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22407,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22409,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22409,Masculino,Varón,No especificado,45-49,Si,inculpado
22410,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22410,Masculino,Varón,No especificado,35-39,Si,inculpado
22411,Masculino,Varón,No especificado,40-44,Si,inculpado
22411,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22412,Masculino,Varón,No especificado,20-24,Si,inculpado
22412,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22413,Masculino,Varón,No especificado,20-24,Si,inculpado
22413,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22414,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22414,Masculino,Varón,No especificado,45-49,Si,inculpado
22415,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22415,Masculino,Varón,No especificado,30-34,Si,inculpado
22416,Masculino,Varón,No especificado,15-19,No,inculpado
22416,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22417,Femenino,Mujer,No especificado,35-39,Si,inculpado
22417,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22418,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22418,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22419,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22419,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22419,Masculino,Varón,No especificado,20-24,Si,inculpado
22420,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22420,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22421,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22421,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22422,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22422,Masculino,Varón,No especificado,40-44,Si,inculpado
22422,Masculino,Varón,No especificado,30-34,Si,inculpado
22423,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22423,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22424,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22424,Masculino,Varón,No especificado,40-44,Si,inculpado
22425,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22425,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22426,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22426,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22427,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22427,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22428,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22428,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22429,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22429,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22430,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22430,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22431,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22431,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22432,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22432,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22433,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22433,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22433,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22434,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22434,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22435,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22435,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22436,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22436,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22437,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22437,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22438,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22438,Masculino,Varón,No especificado,25-29,Si,inculpado
22439,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22439,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22440,Masculino,Varón,No especificado,45-49,Si,inculpado
22440,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22448,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22448,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22449,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22449,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22450,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22450,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22451,Masculino,Varón,No especificado,30-34,Si,inculpado
22451,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22452,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22452,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22453,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22453,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22454,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22454,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22455,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22455,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22456,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22456,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22457,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22457,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22458,Masculino,Varón,No especificado,15-19,Si,inculpado
22458,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22459,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22459,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22460,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22460,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22461,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22461,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22462,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22462,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22463,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22463,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22463,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22464,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22464,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22465,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22465,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22465,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22466,Masculino,Varón,No especificado,50-54,Si,inculpado
22466,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22467,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22467,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22467,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22468,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22468,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22469,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22469,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22470,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22470,Masculino,Varón,No especificado,65-69,Si,inculpado
22471,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22471,Masculino,Varón,No especificado,15-19,Si,inculpado
22479,Masculino,Varón,No especificado,15-19,Si,inculpado
22479,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22479,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22480,Masculino,Varón,No especificado,15-19,No,inculpado
22480,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
